reading_score,listening_score,writing_score,speaking_score,age,gap_year,marital_status,visa_type,label
6.5,7.7,5.9,7.0,41,4,single,WORK,0
6.3,7.6,5.5,9.0,48,5,married,STUDENT,0
7.9,5.9,8.4,4.9,57,6,single,STUDENT,0
6.5,6.9,6.2,7.2,26,0,single,DEPENDENT,0
6.6,6.4,5.3,6.1,38,5,single,STUDENT,0
7.3,7.9,4.9,6.9,34,5,single,STUDENT,0
6.3,5.5,6.9,5.6,40,4,single,STUDENT,0
6.7,7.1,5.7,4.4,30,7,single,WORK,0
8.3,7.3,5.7,7.6,59,6,divorced,STUDENT,0
6.5,5.6,7.0,7.1,58,1,divorced,STUDENT,1
5.6,6.5,8.0,7.0,24,4,married,WORK,0
7.2,7.1,7.9,4.6,34,1,married,WORK,1
5.6,5.5,6.1,8.0,40,0,single,STUDENT,1
5.4,7.3,7.2,5.1,19,6,married,WORK,0
6.6,7.0,6.5,7.0,26,1,married,DEPENDENT,1
7.6,3.9,7.0,6.2,19,7,single,STUDENT,0
7.4,5.9,6.4,6.3,35,6,married,WORK,0
7.0,6.7,5.4,6.6,52,5,married,STUDENT,0
6.6,7.8,8.4,7.2,18,1,single,STUDENT,1
5.7,7.2,6.5,6.7,24,2,married,STUDENT,1
5.9,7.1,8.2,5.0,58,0,single,WORK,1
9.0,9.0,7.1,7.2,46,7,married,STUDENT,0
6.5,4.4,6.4,6.2,57,6,single,STUDENT,0
4.9,6.7,5.6,5.5,52,3,single,WORK,0
7.6,7.1,5.7,7.0,34,5,single,WORK,0
4.9,6.1,7.6,7.4,53,1,married,STUDENT,1
5.1,5.7,5.4,6.1,46,2,single,STUDENT,0
6.1,8.3,8.5,9.0,36,7,single,WORK,0
5.2,6.9,8.1,6.7,34,5,single,WORK,0
6.3,6.3,7.7,5.7,27,5,single,DEPENDENT,0
4.7,7.6,6.6,6.7,57,2,married,STUDENT,1
7.9,5.2,6.4,6.8,33,2,married,STUDENT,1
6.9,5.9,5.7,7.7,42,1,single,STUDENT,1
5.1,8.6,7.2,5.3,23,2,married,STUDENT,1
6.2,7.2,7.3,7.3,43,1,married,STUDENT,1
5.6,5.5,6.4,6.9,36,6,single,STUDENT,0
5.2,6.9,7.4,6.1,21,4,married,STUDENT,0
7.0,6.2,4.7,6.5,40,7,married,STUDENT,0
7.9,4.8,6.9,6.5,38,4,married,DEPENDENT,1
5.8,7.4,6.8,6.2,22,4,single,STUDENT,0
4.7,7.5,7.8,6.2,59,5,single,STUDENT,0
5.7,7.5,7.2,4.0,54,0,single,WORK,0
5.8,6.7,5.9,5.4,55,3,married,STUDENT,0
5.3,7.4,7.1,4.5,24,6,single,WORK,0
8.6,6.0,6.7,6.3,36,3,single,WORK,1
5.6,5.9,4.9,6.2,49,7,single,DEPENDENT,0
5.9,7.5,5.5,5.0,35,3,single,DEPENDENT,0
5.6,7.3,7.0,8.1,34,5,single,WORK,0
5.1,4.7,7.0,8.2,25,0,single,DEPENDENT,0
7.6,6.1,6.1,5.5,21,5,single,STUDENT,0
5.4,7.0,6.4,4.6,38,3,single,STUDENT,0
6.4,5.7,6.2,6.3,48,7,single,DEPENDENT,0
6.2,4.8,6.5,5.0,39,0,single,WORK,0
7.3,5.7,6.2,5.6,47,7,single,STUDENT,0
6.8,7.1,5.0,6.8,58,2,single,STUDENT,1
7.3,6.4,6.7,6.2,27,6,married,WORK,0
7.7,7.7,7.5,7.7,38,1,married,WORK,1
6.9,6.3,6.0,6.1,42,5,married,DEPENDENT,1
6.5,6.6,8.1,6.2,53,2,single,STUDENT,1
6.5,5.4,8.3,6.2,52,3,single,DEPENDENT,0
7.0,8.2,7.5,6.4,39,6,single,WORK,0
5.6,5.6,8.1,5.7,35,2,single,STUDENT,1
6.6,7.5,6.7,5.4,37,0,married,DEPENDENT,1
7.7,6.2,6.8,7.5,51,1,married,WORK,1
7.3,4.7,4.8,7.4,26,2,married,WORK,0
5.0,6.3,6.1,6.3,21,1,married,STUDENT,0
3.8,7.0,6.3,7.4,46,7,divorced,STUDENT,0
7.4,5.9,7.3,6.0,42,6,single,STUDENT,0
8.3,6.8,5.9,6.0,24,2,single,DEPENDENT,0
6.4,6.2,7.1,7.0,18,0,married,STUDENT,1
8.2,6.8,5.7,5.7,56,0,single,WORK,1
6.8,8.2,6.6,6.5,26,3,married,WORK,1
5.9,5.2,6.7,5.0,20,0,married,STUDENT,0
5.5,6.3,4.7,4.6,30,4,married,STUDENT,0
7.3,6.8,7.5,7.0,26,7,single,WORK,0
6.7,6.8,6.4,6.1,51,4,married,WORK,0
6.3,7.4,5.1,5.6,48,1,single,DEPENDENT,0
6.2,6.1,6.7,6.5,55,7,single,STUDENT,0
6.2,6.2,5.2,6.2,53,7,single,STUDENT,0
5.7,5.2,6.3,5.6,22,1,single,STUDENT,0
7.1,7.6,6.8,6.5,52,6,divorced,DEPENDENT,0
6.9,7.2,6.6,8.1,47,1,married,WORK,1
5.3,7.6,4.8,7.2,59,7,married,WORK,0
6.3,6.9,7.4,7.2,37,7,married,DEPENDENT,1
6.1,6.8,6.8,5.6,56,3,married,STUDENT,0
6.7,7.4,5.8,5.7,35,7,married,STUDENT,0
8.3,4.5,7.0,7.8,40,4,married,WORK,0
7.2,7.9,6.6,7.1,30,1,single,WORK,1
7.3,7.5,6.6,5.9,30,7,divorced,STUDENT,0
6.3,7.1,6.0,8.2,42,3,single,DEPENDENT,0
6.7,6.2,5.4,4.8,33,1,single,STUDENT,0
6.4,5.2,6.4,6.8,38,3,single,WORK,0
7.4,7.3,7.1,6.2,39,5,married,STUDENT,0
7.0,4.1,5.7,5.8,34,1,single,DEPENDENT,0
6.7,7.0,6.2,6.1,38,5,single,STUDENT,0
7.1,5.1,7.7,5.3,36,5,married,STUDENT,0
5.7,7.7,7.5,5.4,18,5,divorced,WORK,0
6.2,6.9,6.3,5.9,21,1,single,STUDENT,1
5.5,5.0,4.0,5.4,20,4,single,STUDENT,0
6.0,8.2,6.9,5.5,50,2,single,WORK,1
7.0,6.1,5.3,5.3,24,5,single,WORK,0
6.8,4.4,7.6,7.3,25,7,married,WORK,0
6.6,6.7,6.5,6.8,40,5,single,DEPENDENT,0
6.9,7.1,4.8,7.6,51,1,divorced,STUDENT,1
6.0,7.9,7.7,6.6,45,7,single,DEPENDENT,0
5.4,6.6,6.4,5.0,31,2,married,DEPENDENT,1
7.6,6.3,7.2,6.6,45,2,single,DEPENDENT,0
6.0,5.8,6.3,6.1,48,7,single,WORK,0
6.6,7.0,6.2,6.5,28,1,married,STUDENT,1
6.2,7.1,8.2,7.3,30,3,single,STUDENT,0
6.6,6.1,5.5,5.9,32,6,married,STUDENT,0
4.9,6.6,6.1,7.3,45,5,married,STUDENT,0
5.7,5.1,6.4,8.3,30,7,single,STUDENT,0
7.2,6.2,6.5,6.1,32,7,single,STUDENT,0
3.9,6.2,6.0,6.0,53,5,married,STUDENT,0
6.2,6.9,5.8,6.7,33,4,single,STUDENT,0
7.5,6.2,6.1,6.5,18,2,single,WORK,0
6.0,5.5,7.6,6.1,36,5,married,WORK,0
5.9,5.6,6.2,5.5,49,7,divorced,WORK,0
8.8,7.8,6.5,7.4,37,0,single,STUDENT,1
6.6,6.8,6.7,8.0,27,1,divorced,WORK,1
6.0,7.8,7.9,4.9,25,4,married,STUDENT,0
6.6,5.5,5.6,6.6,46,0,married,STUDENT,1
7.3,6.2,7.8,6.9,59,3,single,WORK,1
8.7,4.7,5.8,5.9,34,7,single,STUDENT,0
6.6,8.1,8.0,7.2,40,4,married,STUDENT,0
6.5,6.2,6.3,7.1,30,5,divorced,DEPENDENT,0
6.4,7.6,7.8,6.6,45,1,single,STUDENT,1
5.0,8.6,7.2,7.3,27,0,single,STUDENT,1
4.4,5.8,8.0,7.6,21,4,single,DEPENDENT,0
8.0,5.9,6.6,5.7,27,6,married,STUDENT,0
6.8,2.7,7.0,5.0,56,3,single,WORK,0
6.5,6.1,5.4,5.5,53,5,single,STUDENT,0
7.5,8.0,6.3,7.9,19,4,married,WORK,0
5.9,8.3,8.0,6.0,19,7,married,STUDENT,0
5.2,7.2,8.1,5.6,33,4,single,WORK,0
6.7,6.2,5.5,7.9,25,5,single,WORK,0
6.1,5.1,6.2,6.9,57,5,single,WORK,0
5.5,5.7,6.7,6.8,47,2,married,STUDENT,1
4.8,6.7,7.0,6.0,37,6,single,STUDENT,0
4.8,7.6,6.1,6.3,32,7,single,WORK,0
6.1,7.2,5.8,5.6,31,4,single,STUDENT,0
5.5,4.9,7.3,6.7,29,3,single,STUDENT,0
7.0,5.4,4.8,6.9,37,1,single,STUDENT,1
4.9,8.0,6.8,6.1,37,4,single,WORK,0
8.1,8.3,6.2,6.5,27,5,single,WORK,0
8.9,7.5,6.3,7.3,30,2,married,STUDENT,1
6.1,7.5,6.4,8.1,32,7,single,WORK,0
6.4,5.9,4.7,6.1,53,5,single,STUDENT,0
7.4,4.8,7.1,6.8,36,5,married,WORK,0
8.1,6.5,7.8,5.9,40,2,single,STUDENT,1
5.0,6.5,8.2,8.7,54,4,married,STUDENT,0
5.7,5.2,6.2,8.1,49,2,married,WORK,0
5.0,7.0,7.9,5.9,44,5,single,WORK,0
5.4,7.3,8.2,6.5,30,3,single,STUDENT,0
5.8,5.7,6.7,9.0,22,0,single,STUDENT,1
6.5,6.8,8.4,6.6,40,0,married,STUDENT,1
6.2,6.7,6.1,7.2,47,3,single,STUDENT,0
7.0,6.7,7.7,6.9,25,0,single,STUDENT,1
7.5,4.1,7.9,7.4,38,0,single,DEPENDENT,0
6.4,4.3,6.8,7.0,38,2,married,STUDENT,1
5.9,6.9,5.4,7.2,18,1,single,STUDENT,1
6.3,6.2,6.8,5.9,50,1,single,STUDENT,1
6.6,4.1,6.7,6.0,27,5,single,STUDENT,0
6.7,7.5,6.4,7.6,47,3,single,STUDENT,0
6.4,5.5,8.5,7.8,40,2,single,WORK,1
5.4,6.5,6.6,6.6,39,2,divorced,WORK,0
6.9,6.1,6.6,5.0,45,6,married,STUDENT,0
7.3,7.3,7.1,6.0,46,4,married,STUDENT,0
7.9,8.5,6.5,6.0,48,0,married,STUDENT,1
7.2,5.6,6.5,8.2,31,1,single,DEPENDENT,0
5.6,5.6,7.1,7.4,34,5,single,WORK,0
6.8,5.9,6.5,5.0,31,0,single,WORK,0
7.6,5.6,5.7,6.1,52,4,married,STUDENT,0
6.2,7.5,7.9,6.4,24,1,married,STUDENT,1
6.7,4.7,7.0,5.9,58,0,married,STUDENT,1
5.0,6.6,6.9,6.5,47,2,single,STUDENT,1
7.7,6.1,8.6,7.2,21,1,single,STUDENT,1
4.0,6.2,7.1,7.2,20,0,single,STUDENT,1
7.6,6.6,6.5,5.8,33,7,single,DEPENDENT,0
7.2,6.0,5.3,8.2,26,6,single,STUDENT,0
6.5,6.2,7.3,3.9,37,2,divorced,DEPENDENT,0
6.3,7.4,5.9,8.2,22,3,married,DEPENDENT,1
5.5,6.1,7.3,4.7,30,0,married,DEPENDENT,1
5.4,7.9,6.6,7.2,53,6,single,DEPENDENT,0
5.6,6.0,6.7,6.2,47,2,single,WORK,0
7.2,5.8,5.5,6.9,53,6,single,STUDENT,0
5.0,7.9,7.4,4.2,18,4,married,STUDENT,0
7.0,7.4,5.4,7.7,53,4,single,WORK,0
7.5,6.0,7.6,5.1,58,0,married,DEPENDENT,1
4.5,7.1,4.6,5.7,33,4,single,STUDENT,0
4.7,6.8,7.5,5.6,42,0,single,STUDENT,1
8.6,6.3,5.3,5.9,36,1,divorced,STUDENT,1
4.5,7.1,5.6,5.3,42,0,single,STUDENT,0
4.5,6.1,4.6,5.6,57,1,single,DEPENDENT,0
6.1,7.6,5.0,6.8,19,6,single,STUDENT,0
7.2,6.7,7.8,5.9,50,3,married,STUDENT,0
7.2,6.2,6.4,6.5,58,7,single,STUDENT,0
6.4,8.5,6.6,6.2,27,2,married,WORK,1
6.7,6.3,5.3,7.2,29,5,single,WORK,0
6.8,6.2,7.4,5.9,30,2,single,DEPENDENT,0
8.5,6.8,5.5,6.9,28,5,single,WORK,0
7.3,5.6,5.5,5.3,44,5,married,DEPENDENT,1
6.1,7.2,7.6,7.3,32,3,single,WORK,1
7.7,5.9,5.6,8.6,56,3,married,STUDENT,0
6.7,5.9,6.4,7.4,20,5,married,STUDENT,0
5.8,6.4,6.4,6.6,55,3,married,WORK,0
6.7,6.4,9.0,6.2,50,5,married,STUDENT,0
5.9,5.8,6.7,7.0,57,0,single,STUDENT,1
7.2,7.3,6.4,6.8,18,0,married,DEPENDENT,1
5.7,6.6,6.9,8.6,51,2,married,WORK,1
5.2,7.0,8.0,7.3,19,7,married,WORK,0
6.3,5.9,6.5,8.5,26,6,married,DEPENDENT,1
7.7,6.1,6.1,6.4,48,0,single,STUDENT,1
7.4,6.7,7.9,5.2,29,0,married,STUDENT,1
7.8,5.1,4.7,6.7,53,4,married,WORK,0
6.6,7.7,6.8,6.1,32,2,divorced,STUDENT,1
5.1,6.3,6.0,6.1,22,7,married,DEPENDENT,1
7.5,5.4,6.2,9.0,40,2,single,DEPENDENT,0
7.5,7.3,5.8,6.0,30,0,single,DEPENDENT,0
7.6,5.9,5.0,6.6,24,5,married,STUDENT,0
6.4,6.3,6.2,6.7,57,4,single,WORK,0
5.9,6.5,4.8,6.5,58,5,single,WORK,0
3.4,6.8,5.9,6.7,31,0,single,WORK,0
5.5,6.3,7.1,4.8,44,1,single,WORK,0
6.5,5.9,5.8,6.9,42,2,married,WORK,0
5.6,7.4,7.4,6.2,52,2,married,WORK,1
4.6,4.8,6.9,6.9,52,4,single,DEPENDENT,0
7.6,5.0,4.2,6.5,21,0,single,WORK,0
6.9,6.2,7.2,5.2,36,1,single,STUDENT,1
7.0,5.5,6.1,5.2,56,0,married,DEPENDENT,1
7.3,5.8,7.3,5.6,26,4,divorced,STUDENT,0
6.2,4.3,7.2,4.9,35,0,married,WORK,0
6.0,6.5,5.9,6.6,26,5,married,WORK,0
5.4,5.5,6.9,5.2,28,5,divorced,WORK,0
5.4,6.8,7.3,5.0,55,0,married,STUDENT,1
5.2,7.5,8.3,8.0,35,2,single,STUDENT,1
8.4,6.5,7.2,6.4,41,0,married,STUDENT,1
7.2,6.4,6.9,7.8,41,7,single,STUDENT,0
7.6,7.5,6.9,6.2,58,6,single,WORK,0
5.2,6.0,7.3,7.2,25,6,single,WORK,0
5.2,5.7,5.7,7.7,48,5,single,WORK,0
7.5,7.7,5.5,6.8,26,3,single,WORK,1
6.3,5.7,8.0,7.6,36,5,single,STUDENT,0
5.9,8.5,6.8,7.2,34,5,married,DEPENDENT,1
7.1,6.8,8.5,5.8,22,4,single,WORK,0
7.0,6.8,5.8,6.2,53,7,married,STUDENT,0
5.5,6.5,7.9,7.3,44,6,married,DEPENDENT,1
5.9,7.6,7.0,6.2,19,6,single,STUDENT,0
5.5,7.2,7.5,6.8,54,3,single,DEPENDENT,0
5.0,8.7,5.5,6.3,29,3,married,STUDENT,0
6.1,6.2,6.6,5.9,21,3,single,DEPENDENT,0
6.8,6.7,6.9,7.9,22,3,single,WORK,1
4.9,6.9,6.7,6.2,27,3,single,STUDENT,0
6.8,7.9,6.5,7.4,30,6,married,STUDENT,0
6.3,7.0,6.1,6.4,20,5,single,WORK,0
9.0,7.9,3.9,6.3,58,7,single,STUDENT,0
6.2,5.8,6.3,7.1,31,7,single,STUDENT,0
5.2,5.3,6.6,6.2,44,5,single,WORK,0
6.5,6.0,5.6,5.9,46,5,single,DEPENDENT,0
6.7,4.3,7.7,6.5,54,4,single,WORK,0
7.2,6.8,5.4,5.8,53,7,single,STUDENT,0
6.1,6.1,7.3,7.2,48,5,single,STUDENT,0
5.6,6.4,8.0,8.0,54,4,single,STUDENT,0
4.7,6.9,6.5,6.4,21,1,single,STUDENT,1
7.6,4.5,7.5,7.4,52,7,single,STUDENT,0
5.6,5.8,6.1,5.8,45,0,married,STUDENT,0
5.9,8.2,5.9,5.9,54,3,single,STUDENT,0
8.0,5.7,6.5,7.3,40,1,married,STUDENT,1
6.1,6.9,6.9,5.5,54,6,married,STUDENT,0
4.4,6.8,6.7,8.2,20,0,single,WORK,0
7.2,6.6,6.5,6.4,20,0,married,DEPENDENT,1
6.0,6.5,5.8,6.5,39,1,single,DEPENDENT,0
5.4,4.9,6.8,6.5,34,5,divorced,STUDENT,0
8.4,6.4,6.4,5.5,42,2,single,DEPENDENT,0
5.6,7.3,6.4,7.6,56,7,single,WORK,0
4.3,7.4,6.8,7.8,45,6,single,WORK,0
7.9,5.1,8.0,6.9,31,1,single,DEPENDENT,0
7.1,7.0,5.8,7.7,42,2,single,WORK,1
5.6,6.2,6.1,5.9,58,0,married,STUDENT,0
7.2,5.1,5.4,5.8,29,1,married,DEPENDENT,1
7.2,4.5,5.4,8.3,38,1,single,DEPENDENT,0
6.4,5.3,7.3,8.0,59,6,married,STUDENT,0
7.4,6.2,6.5,6.9,37,2,married,WORK,1
6.6,5.9,6.2,4.5,49,1,single,WORK,0
5.1,6.0,6.3,7.0,40,0,single,STUDENT,1
5.4,7.3,6.6,4.1,21,7,married,WORK,0
6.4,7.4,6.7,6.6,41,4,single,STUDENT,0
3.9,5.6,7.0,6.7,31,2,single,STUDENT,0
5.5,6.4,7.2,7.5,49,2,married,STUDENT,1
8.5,8.2,7.2,4.8,44,2,single,DEPENDENT,0
6.8,8.0,5.1,7.7,32,1,single,STUDENT,1
6.8,6.5,8.5,5.7,38,4,single,WORK,0
6.8,7.7,7.2,6.9,34,0,single,STUDENT,1
6.8,7.2,5.9,6.1,27,6,married,STUDENT,0
6.7,6.8,5.3,6.6,28,4,married,STUDENT,0
6.7,5.5,6.9,5.3,59,2,single,STUDENT,1
7.6,8.8,6.9,6.2,25,3,single,STUDENT,0
6.5,5.4,6.6,6.7,23,0,single,WORK,0
5.5,7.5,6.9,8.2,48,5,married,WORK,0
6.5,8.2,4.9,7.3,22,4,single,STUDENT,0
8.1,5.5,6.3,6.6,45,2,single,STUDENT,1
6.0,8.2,5.3,6.9,39,2,divorced,STUDENT,1
5.4,7.8,7.9,5.8,42,2,married,WORK,1
6.0,5.9,5.2,6.6,47,7,married,WORK,0
7.2,8.2,7.7,7.0,51,2,single,WORK,1
5.5,5.9,6.9,6.9,49,0,single,STUDENT,1
7.8,7.7,7.6,5.4,37,6,single,STUDENT,0
4.9,7.2,6.1,5.5,54,0,married,WORK,0
6.5,5.1,8.1,6.0,53,1,married,DEPENDENT,1
6.7,6.7,5.8,5.9,53,5,married,DEPENDENT,1
7.0,5.4,6.7,6.6,58,6,divorced,DEPENDENT,0
7.1,4.4,7.4,7.3,21,6,single,STUDENT,0
5.5,6.7,6.6,6.3,46,2,divorced,WORK,0
4.7,7.5,6.1,7.5,47,3,single,WORK,0
6.4,7.0,6.2,7.5,52,3,single,WORK,1
7.0,6.4,6.0,5.2,48,0,married,STUDENT,1
6.1,5.0,6.4,5.5,22,2,single,DEPENDENT,0
4.9,6.8,7.8,5.1,23,6,single,WORK,0
5.3,6.4,7.0,6.2,39,5,married,WORK,0
7.5,6.4,6.2,6.9,35,5,single,STUDENT,0
7.6,5.2,7.5,7.2,50,1,single,DEPENDENT,0
8.0,7.2,7.8,5.3,23,0,single,DEPENDENT,0
8.5,6.7,7.2,5.0,18,3,single,WORK,0
6.3,7.7,7.4,8.9,27,1,married,WORK,1
5.8,5.5,6.5,5.7,43,0,single,DEPENDENT,0
6.4,5.8,6.0,5.5,28,5,single,STUDENT,0
8.3,6.5,5.2,7.3,47,2,single,WORK,1
4.7,7.8,7.4,6.1,25,4,married,WORK,0
7.1,7.2,5.7,6.3,35,7,single,WORK,0
6.8,7.7,6.5,7.5,23,1,single,STUDENT,1
7.9,5.8,6.5,5.3,40,4,married,WORK,0
7.2,4.8,6.6,6.9,38,0,single,DEPENDENT,0
6.0,4.3,6.3,7.9,21,3,single,STUDENT,0
5.8,6.6,8.6,8.0,53,1,single,DEPENDENT,0
5.1,7.2,5.0,7.0,18,1,single,STUDENT,1
5.3,5.6,7.0,6.4,33,5,married,STUDENT,0
7.7,7.0,6.8,7.7,47,3,divorced,DEPENDENT,0
5.0,4.9,5.0,6.1,47,3,single,STUDENT,0
6.5,5.8,5.4,6.1,54,6,married,DEPENDENT,1
7.0,8.7,7.0,7.7,52,4,married,STUDENT,0
7.4,6.5,6.6,7.4,57,5,divorced,WORK,0
5.5,6.0,6.8,7.0,56,0,divorced,STUDENT,1
8.4,6.5,8.5,7.0,23,0,single,WORK,1
6.0,5.8,6.4,6.1,53,4,married,WORK,0
4.9,7.9,6.2,6.4,23,7,single,WORK,0
7.1,5.3,5.9,6.0,27,6,married,STUDENT,0
8.1,4.7,5.7,5.2,33,4,married,STUDENT,0
5.3,7.3,5.8,7.3,20,3,single,WORK,0
6.9,5.6,6.1,7.2,19,0,single,WORK,0
6.4,7.1,6.0,6.9,21,6,married,STUDENT,0
8.8,6.0,7.5,6.8,29,7,single,WORK,0
7.1,6.4,6.5,7.6,27,0,single,STUDENT,1
5.3,7.2,6.9,5.5,19,1,married,STUDENT,1
4.8,7.3,5.2,8.4,55,1,single,STUDENT,1
7.2,6.3,5.8,6.7,35,3,single,STUDENT,0
7.1,4.8,5.9,9.0,51,1,single,STUDENT,1
7.0,5.9,7.8,7.6,19,6,married,WORK,0
6.7,5.4,6.2,6.7,47,3,married,STUDENT,0
7.1,5.7,7.1,7.6,47,2,married,WORK,1
5.9,5.0,7.3,7.0,53,1,single,STUDENT,1
6.4,7.9,6.5,7.9,26,3,married,WORK,1
6.1,4.5,5.9,5.9,30,1,married,DEPENDENT,1
7.4,6.5,6.6,5.0,59,3,married,WORK,0
5.9,7.2,7.9,5.8,40,6,single,DEPENDENT,0
6.3,8.3,7.3,7.7,22,0,single,STUDENT,1
7.6,5.8,7.3,8.3,36,1,single,WORK,1
6.3,5.6,6.4,6.9,20,6,married,WORK,0
5.1,5.6,5.4,6.8,52,0,divorced,STUDENT,0
5.5,7.8,6.6,7.4,28,0,married,WORK,1
7.1,6.4,6.2,6.7,23,4,single,WORK,0
6.5,5.8,6.0,7.1,38,3,single,WORK,0
5.7,6.5,6.1,6.6,32,3,married,STUDENT,0
6.7,6.8,6.2,6.9,52,6,single,STUDENT,0
7.6,5.6,6.3,5.9,40,4,married,STUDENT,0
5.4,5.0,6.7,6.6,19,0,divorced,WORK,0
6.1,4.8,5.4,5.6,51,1,single,WORK,0
5.9,7.4,7.1,5.4,40,6,married,WORK,0
6.6,7.7,5.7,6.7,32,7,married,STUDENT,0
8.0,6.9,5.6,5.5,40,5,married,DEPENDENT,1
7.6,5.9,6.9,7.5,34,3,married,DEPENDENT,1
8.1,7.9,6.2,6.8,25,2,single,WORK,1
5.9,6.3,6.6,6.9,44,7,single,STUDENT,0
3.6,5.8,6.8,6.4,52,7,married,STUDENT,0
7.4,6.4,8.5,6.6,43,2,single,DEPENDENT,0
5.5,6.0,7.5,5.6,51,7,single,STUDENT,0
7.1,6.1,8.3,6.6,21,5,single,STUDENT,0
6.3,6.3,6.3,5.9,24,3,married,STUDENT,0
6.5,6.9,6.1,6.0,31,6,married,DEPENDENT,1
7.3,7.4,7.5,7.0,41,3,single,WORK,1
4.6,6.3,7.1,7.5,41,4,single,WORK,0
6.9,6.3,6.8,5.8,27,3,single,WORK,0
6.0,7.3,7.1,6.2,24,0,single,DEPENDENT,0
6.3,5.7,6.9,4.6,40,7,married,WORK,0
7.1,7.5,6.4,7.5,56,3,married,STUDENT,0
7.1,6.3,6.9,6.7,20,0,married,STUDENT,1
5.9,6.2,7.5,7.4,39,5,single,STUDENT,0
7.3,6.1,7.1,7.6,27,7,single,STUDENT,0
7.4,6.1,7.8,6.4,35,2,single,STUDENT,1
6.8,9.0,5.0,6.6,21,7,married,DEPENDENT,1
6.6,7.4,6.7,5.4,49,5,single,WORK,0
5.6,6.5,7.3,6.4,57,6,single,STUDENT,0
7.2,6.8,8.1,8.7,51,2,married,STUDENT,1
7.2,4.7,5.9,6.1,46,2,married,WORK,0
8.6,5.9,7.9,6.9,21,5,single,DEPENDENT,0
4.8,5.9,7.9,6.6,57,1,married,WORK,0
5.5,6.8,5.5,5.6,56,3,single,STUDENT,0
4.2,6.4,8.2,6.9,59,5,single,STUDENT,0
5.6,5.8,5.2,6.6,18,3,single,WORK,0
6.1,5.6,7.8,6.1,22,7,single,WORK,0
6.2,6.6,6.3,6.4,44,5,divorced,STUDENT,0
7.5,6.9,7.7,7.4,38,5,single,WORK,0
4.7,7.1,8.0,5.7,44,7,single,DEPENDENT,0
5.7,7.1,6.4,5.8,27,2,divorced,STUDENT,1
6.2,6.2,4.6,7.4,54,6,single,WORK,0
6.4,6.9,8.2,5.5,19,2,married,STUDENT,1
6.1,4.2,7.1,5.5,40,5,single,WORK,0
5.5,5.9,5.6,5.3,41,7,married,DEPENDENT,1
5.3,6.4,5.6,6.3,19,0,married,STUDENT,0
5.9,8.1,5.7,6.3,56,0,single,WORK,1
7.2,7.0,5.9,6.9,29,6,single,STUDENT,0
5.5,6.2,6.8,7.5,45,3,single,WORK,1
6.9,6.6,6.7,5.4,28,6,single,DEPENDENT,0
8.3,7.8,7.4,7.3,33,2,single,STUDENT,1
6.9,8.2,4.8,6.7,47,0,single,STUDENT,1
5.6,7.4,6.4,8.4,42,1,single,STUDENT,1
6.2,5.8,8.2,6.6,20,0,divorced,STUDENT,1
7.3,7.3,7.9,5.9,28,1,married,WORK,1
6.9,4.7,5.8,4.7,33,7,married,STUDENT,0
5.2,5.8,6.9,3.9,32,6,single,WORK,0
5.0,5.2,7.8,6.0,37,5,single,STUDENT,0
6.8,6.5,7.4,5.0,35,1,married,STUDENT,1
7.5,6.8,6.9,7.7,30,0,single,WORK,1
7.0,6.0,8.3,8.0,29,6,single,WORK,0
8.8,7.7,6.9,5.7,46,1,single,WORK,1
6.8,6.1,6.3,8.6,28,1,single,WORK,1
7.8,5.6,5.8,5.7,47,6,single,STUDENT,0
8.0,7.4,7.2,5.5,22,5,single,STUDENT,0
6.2,9.0,5.4,7.0,54,3,single,STUDENT,0
5.0,5.8,7.2,5.9,34,4,married,STUDENT,0
5.3,7.1,5.9,5.4,21,6,married,STUDENT,0
5.7,6.2,6.2,5.8,45,3,single,WORK,0
5.4,6.8,5.7,7.2,19,6,married,STUDENT,0
7.1,6.9,6.8,6.9,38,7,divorced,STUDENT,0
5.5,6.9,7.3,7.2,42,4,single,STUDENT,0
8.2,5.1,4.2,7.0,52,2,married,DEPENDENT,1
5.5,4.4,5.6,6.9,49,1,married,STUDENT,0
6.6,4.5,6.9,5.8,22,1,married,WORK,0
7.2,6.1,7.1,7.3,49,5,divorced,WORK,0
7.5,7.0,4.2,4.0,35,7,single,STUDENT,0
5.7,4.7,5.6,6.6,25,1,married,WORK,0
6.5,8.7,5.6,6.1,37,2,married,STUDENT,1
7.8,5.9,6.2,4.5,28,0,single,STUDENT,1
7.3,4.8,7.7,5.7,20,0,married,STUDENT,1
5.6,4.6,5.7,6.3,25,6,single,WORK,0
7.7,6.0,8.3,7.7,20,5,married,STUDENT,0
6.8,6.9,6.9,5.3,32,3,single,DEPENDENT,0
5.1,7.3,7.3,5.0,22,2,single,STUDENT,1
9.0,5.6,4.9,8.2,51,6,single,DEPENDENT,0
7.0,6.8,6.5,7.5,21,0,single,WORK,1
6.8,4.3,6.8,8.0,49,4,single,STUDENT,0
5.3,5.0,6.8,8.5,19,6,single,WORK,0
6.7,7.8,8.4,6.8,59,4,married,STUDENT,0
7.1,6.8,5.5,6.8,27,3,single,WORK,1
5.0,6.9,6.7,6.7,32,5,married,STUDENT,0
7.1,6.1,9.0,6.4,50,3,single,DEPENDENT,0
7.0,7.0,6.2,6.8,25,0,single,STUDENT,1
7.3,5.6,6.8,6.5,28,4,married,WORK,0
